Symbol	Description
RAY.B.TO	Stingray Digital Group Inc Variable Sv
RBA.TO	Ritchie Bros Auctioneers Inc
RBDI.TO	RBC Bluebay Global Income ETF
RBN.UN.TO	Blue Ribbon Income Fund
RBNK.TO	RBC CDN Bank Yield Index ETF
RBO.TO	RBC 1 To 5 Yr Laddered Corp Bond ETF
RBOT.TO	Horizons Robotics Automation Idx ETF
RBOT.U.TO	Horizons Robotics and Automa Idx ETF USD
RCD.TO	RBC Quant CDN Dividend Leaders ETF
RCE.TO	RBC Quant Canadian Equity Leaders ETF
RCG.TO	RF Capital Group Inc
RCG.PR.B.TO	RF Capital Group Inc Pref B
RCG.PR.C.TO	RF Capital Group Inc Pref C
RCH.TO	Richelieu Hardware Ltd
RCI.A.TO	Rogers Communications Inc Cl.A Mv
RCI.B.TO	Rogers Communications Inc Cl.B NV
RCO.UN.TO	Middlefield Can Global REIT Income Fund
RDL.TO	Redline Communications Group Inc
REAL.TO	Real Matters Inc
RECP.TO	Recipe Unlimited Corp
REI.UN.TO	Riocan Real Est Un
REIT.TO	Powershares Sptsx REIT Income Idx ETF
RFP.TO	Resolute Forest Products Inc
RGRE.TO	RBC Qnt Global Real Estate Ldrs
RIB.UN.TO	Ridgewood CAD Invest Grade Bond Fund
RID.TO	RBC Quant EAFE Div Leaders ETF
RID.U.TO	RBC Quant EAFE Div Leaders USD ETF
RIDH.TO	RBC Quant EAFE Div Leaders ETF
RIE.TO	RBC Quant EAFE Equity Leaders ETF
RIE.U.TO	RBC Quant EAFE Equity Leaders ETF USD
RIEH.TO	RBC Quant EAFE Equity Leaders CAD Heg ETF
RIFI.TO	Russell Invt Fixed Income Pool ETF
RIG.TO	RBC Quant Global Infras Leaders ETF
RIIN.TO	Russell Invt Global Infr Pool ETF
RIRA.TO	Russell Invt Real Assets ETF
RIT.TO	CI First Asset Canadian REIT ETF
RIV.TO	Canopy Rivers Inc
RLB.TO	RBC 1 To 5 Year Laddered Can Bond ETF
RLD.TO	RBC Strategic Global Div Leaders ETF
RLE.TO	RBC Stategic Global Equity Leaders ETF
RMBO.TO	RBC 6 To 10 Yr CDN Corp Bond ETF
RME.TO	Rocky Mountain Dealerships Inc
RNW.TO	Transalta Renewables Inc
ROOT.TO	Roots Corporation
ROXG.TO	Roxgold Inc
RPD.TO	RBC Quant European Div Leaders ETF
RPD.U.TO	RBC Quant European Div Leaders ETF USD
RPDH.TO	RBC Quant European Div Leaders ETF
RPF.TO	RBC Canadian Pref Share ETF
RPI.UN.TO	Richards Packaging Income Fund
RPSB.TO	RBC Phn Short Term CDN Bond ETF
RQI.TO	RBC Target 2021 Corp Bond Index ETF
RQJ.TO	RBC Target 2022 Corp Bond ETF
RQK.TO	RBC Target 2023 Corp Bond ETF
RQL.TO	RBC Target 2024 Corp Bond Index ETF
RQN.TO	RBC Target 2025 Corp Bond Index ETF
RQO.TO	RBC Target 2026 Corporate Bond Index ETF
RQP.TO	RBC Target 2027 Corporate Bond Index ETF
RS.TO	Real Estate and Ecommerce Split Corp
RS.PR.A.TO	Real Estate & E-Commerce Split Corp
RSI.TO	Rogers Sugar Inc
RSI.DB.E.TO	Rogers Sugar Inc 5Pct Debs
RSI.DB.F.TO	Rogers Sugar Inc 4.75 Pct Debs
RTG.TO	Rtg Mining Inc
RUBH.TO	RBC US Banks Yield CAD Hgd Index ETF
RUBY.TO	RBC US Banks Yield Index ETF CAD
RUBY.U.TO	RBC US Banks Yield Index ETF USD
RUD.TO	RBC Quant US Div Leaders ETF
RUD.U.TO	RBC Quant US Div Leaders USD ETF
RUDH.TO	RBC Quant US Div Leaders ETF
RUE.TO	RBC Quant US Equity Leaders ETF
RUE.U.TO	RBC Quant US Equity Leaders ETF USD
RUS.TO	Russel Metals
RUSB.TO	RBC Short Term US Corp Bond ETF
RUSB.U.TO	RBC Short Term US Corp Bond USD
RVX.TO	Resverlogix Corp
RVX.WT.TO	Resverlogix Corp WT
RVX.WT.A.TO	Resverlogix Corp WT
RWC.TO	CI First Asset MSCI Canada Low Risk Wtd ETF
RWE.TO	CI First Asset MSCI Europe Lr Wgtd ETF
RWE.B.TO	CI First Asset MSCI Europe Lr Wgtd Unhg ETF
RWU.TO	CI First Asset MSCI USA Lr Wgtd ETF
RWU.B.TO	CI First Asset MSCI USA Lr Wgtd Unhedg ETF
RWW.TO	CI First Asset MSCI World Low Risk Wtd ETF
RWW.B.TO	CI First Asset MSCI Wld Lr Wtd Uh ETF
RWX.TO	CI First Asset MSCI Intl Low Risk Weighted ETF
RWX.B.TO	CI First Asset MSCI Intl Low Risk Wghtd Unhgd Et
RXD.TO	RBC Quant Emrg Mkts Div Leaders ETF
RXD.U.TO	RBC Quant Emrg Mkts Div Leaders ETF USD
RXE.TO	RBC Quant Emrg Mkts Equity Leaders ETF
RXE.U.TO	RBC Quant Emrg Mkts Eqt Leaders ETF USD
RY.TO	Royal Bank of Canada
RY.PR.H.TO	Royal Bank Pref Ser Bb
RY.PR.J.TO	Royal Bank Pref Ser Bd
RY.PR.M.TO	Royal Bank Pref Ser Bf
RY.PR.N.TO	Royal Bank Pref Ser Bh
RY.PR.O.TO	Royal Bank Pref Ser Bi
RY.PR.P.TO	Royal Bank Pref Ser Bj
RY.PR.Q.TO	Royal Bank Pref Ser Bk
RY.PR.R.TO	Royal Bank Pref Ser Bm
RY.PR.S.TO	RBC Pref Shares Series Bo
RY.PR.Z.TO	RBC First Pref Sh Series AZ
S.TO	Sherritt Intl Rv
S.WT.TO	Sherritt International Corporation WT
SAM.TO	Starcore International Mines Ltd
SAP.TO	Saputo Inc
SAU.TO	ST Augustine Gold and Copper Ltd
SBB.TO	Sabina Gold and Silver Corp
SBC.TO	Brompton Split Banc Corp Cl A
SBC.PR.A.TO	Brompton Split Banc Corp Pref
SBI.TO	Serabi Gold Plc
SBN.TO	S Split Corp Cl.A
SBN.PR.A.TO	S Split Corp Pref A
SBR.TO	Silver Bear Resources Plc
SBT.TO	Purpose Silver Bullion ETF
SBT.B.TO	Silver Bullion Trust CAD ETF Non Cur
SBT.U.TO	Silver Bullion Trust USD ETF Non Cur
SCAD.TO	Scotia Strategic CDN Eqty ETF Portfolio
SCL.TO	Shawcor Ltd
SCR.TO	Score Media and Gaming Inc
SCY.TO	Scandium International Mining Corp
SEA.TO	Seabridge Gold Inc
SEC.TO	Senvest Capital
SES.TO	Secure Energy Services Inc
SFC.TO	Sagicor Financial Company Ltd
SFC.WT.TO	Sagicor Financial Company Ltd Wts
SFD.TO	Nxt Energy Solutions Inc
SFIX.TO	Scotia Strategic Fixed Inc ETF Portfolio
SGR.U.TO	Slate Grocery REIT USD
SGR.UN.TO	Slate Grocery REIT
SGY.TO	Surge Energy Inc
SGY.DB.TO	Surge Energy Inc 5.75 Pct Debs
SGY.DB.A.TO	Surge Energy Inc  6.75 Pct Debs
SHLE.TO	Source Energy Services Ltd
SHOP.TO	Shopify Inc
SIA.TO	Sienna Senior Living Inc
SID.TO	CI First Asset US Trendleaders ETF
SIH.UN.TO	Sustainable Innovation & Health Dividend
SII.TO	Sprott Inc
SIL.TO	Silvercrest Metals Inc
SINT.TO	Scotia Strategic Intl Eqty ETF Portfolio
SIS.TO	Savaria Corp
SJ.TO	Stella Jones Inc
SJR.B.TO	Shaw Communications Inc Cl.B NV
SJR.PR.A.TO	Shaw Communications Inc Pref Ser A
SJR.PR.B.TO	Shaw Communications Inc Pref Ser B
SKE.TO	Skeena Resources Limited
SLF.TO	Sun Life Financial Inc
SLF.PR.A.TO	Sun Life Pref Ser 1
SLF.PR.B.TO	Sun Life Pref Ser 2
SLF.PR.C.TO	Sun Life Pref Ser 3
SLF.PR.D.TO	Sun Life Pref Ser 4
SLF.PR.E.TO	Sun Life Pref Ser 5
SLF.PR.G.TO	Sun Life Pref Ser 8R
SLF.PR.H.TO	Sun Life Pref Ser H
SLF.PR.I.TO	Sun Life Pref Ser 12R
SLF.PR.J.TO	Sun Life Pref Ser 9Qr
SLF.PR.K.TO	Sun Life Pref Ser 11Qr
SLR.TO	Solitario Zinc Corp
SMC.TO	Sulliden Mining Capital Inc
SMT.TO	Sierra Metals Inc
SMU.UN.TO	Summit Industrial Income REIT
SNC.TO	Snc-Lavalin Sv
SOLG.TO	Solgold Plc
SOP.TO	Soperior Fertilizer Corp
SOT.DB.TO	Slate Office REIT 5.25 Pct Debs
SOT.UN.TO	Slate Office REIT
SOY.TO	Sunopta Inc
SPB.TO	Superior Plus Corp
SPG.TO	Spark Power Group Inc
SPG.WT.TO	Spark Power Group Inc WT
SPPP.TO	Sprott Physical Platinum Palladium CAD
SPPP.U.TO	Sprott Physical Platinum Palladium USD
SRHI.TO	Sprott Resource Holdings Inc
SRHI.WT.TO	Sprott Resource Holdings Inc WT
SRU.UN.TO	Smartcentres Real Estate Investment Trust
SRV.UN.TO	Sir Royalty Income Fund
SRX.TO	Storm Resources Ltd
SSF.UN.TO	Symphony Floating Rate Sr Loan Fd
SSL.TO	Sandstorm Gold Ltd
SSRM.TO	Ssr Mining Inc
STEP.TO	Step Energy Services Ltd
STGO.TO	Steppe Gold Ltd
STLC.TO	Stelco Holdings Inc
STN.TO	Stantec Inc
STPL.TO	BMO Glb Consumer Staples Hgd To CAD ETF
SU.TO	Suncor Energy Inc
SUSA.TO	Scotia Strategic US Eqty ETF Portfolio
SVB.TO	Silver Bull Resources Inc
SVM.TO	Silvercorp Metals Inc
SVR.TO	Ishares Silver Bullion ETF Hdg
SVR.C.TO	Ishares Silver Bullion ETF Non Hdg
SW.TO	Sierra Wireless
SWP.TO	Swiss Water Decaffeinated Coffee Inc
SXI.TO	Synex Intl J
SXP.TO	Supremex Inc
SYLD.TO	Purpose Strategic Yield Fund
SZLS.TO	Stagezero Life Sciences Ltd.
SZLS.WS.TO	Stagezero Life Sciences Ltd Warrants
SZLS.WT.TO	Stagezero Life Sciences Ltd Wts
T.TO	Telus Corp
TA.TO	Transalta Corp
TA.PR.D.TO	Transalta Corp Prfd Series A
TA.PR.E.TO	Transalta Corp Pref Ser B
TA.PR.F.TO	Transalta Corp Pref Ser C
TA.PR.H.TO	Transalta Corp Pref Sh Series E
TA.PR.J.TO	Transalta Corp Pref Ser G
TBL.TO	Taiga Building Products Ltd
TBP.TO	Tetra Bio Pharma Inc
TBP.WT.TO	Tetra Bio Pharma Inc WT
TBP.WT.A.TO	Tetra Bio Pharma Inc WT A
TBP.WT.B.TO	Tetra Bio Pharma Inc Wts B
TC.TO	Tucows Inc
TCL.A.TO	Transcontinental Inc Cl A Sv
TCL.B.TO	Transcontinental Inc Cl B Mv
TCLB.TO	TD Canadian Long Term Fed Bond ETF
TCLV.TO	TD Q Canadian Low Volatility ETF
TCN.TO	Tricon Capital Group Inc
TCN.DB.U.TO	Tricon Capital Group 5.75 Pct Debs USD
TCS.TO	Tecsys Inc J
TCSB.TO	TD Select Short Term Corporate Bond Ladd
TCT.UN.TO	Top 10 Canadian Financial Trust
TCW.TO	Trican Well
TD.TO	Toronto-Dominion Bank
TD.PF.A.TO	TD Bank Pref Ser 1
TD.PF.B.TO	TD Bank Pref Ser 3
TD.PF.C.TO	TD Bank Pref Ser 5
TD.PF.D.TO	TD Bank Pref Ser 7
TD.PF.E.TO	TD Bank Pref Ser 9
TD.PF.G.TO	TD Bank Pref Ser 12
TD.PF.H.TO	TD Bank Pref Ser 14
TD.PF.I.TO	TD Bank Pref Ser 16
TD.PF.J.TO	TD Bank Pref Series 18
TD.PF.K.TO	TD Bank Pref Series 20
TD.PF.L.TO	TD Bank Pref Series 22
TD.PF.M.TO	TD Bank Pref Series 24
TDB.TO	TD CDN Aggregate Bond Index ETF
TEC.TO	TD Global Technology Leaders Index ETF
TECK.A.TO	Teck Resources Limited Cl A
TECK.B.TO	Teck Resources Limited Cl B
TERM.TO	Manulife Smart Short-Term Bond ETF
TEV.TO	Tervita Corporation
TF.TO	Timbercreek Financial Corp
TF.DB.B.TO	Timbercreek Financial Corp 5.45 Pct Debs
TF.DB.C.TO	Timbercreek Financial Corp 5.30 Pct Debs
TFII.TO	Tfi International Inc
TGED.TO	TD Active Global Enhanced Dividend ETF
TGFI.TO	TD Active Global Income ETF
TGGR.TO	TD Active Global Equity Growth ETF
TGL.TO	Transglobe Energy Corp
TGO.TO	Terago Inc
TGOD.TO	The Green Organic Dutchman Holdings Ltd
TGOD.WA.TO	The Green Organic Dutchman Hlds Ltd WA
TGOD.WB.TO	The Green Organic Dutchman Hlds Ltd Wb
TGOD.WR.TO	Green Organic Dutchman Holdings Ltd WT
TGOD.WS.TO	The Green Organic Dutchman Hlds Ltd Ws
TGOD.WT.TO	The Green Organic Dutchman Holdings WT
TGRE.TO	TD Active Global Real Estate Equity ETF
TGZ.TO	Teranga Gold Corp
TH.TO	Theratechnologies
TH.DB.U.TO	Theratechnologies 5.75 Pct Debs
The.TO	TD Intl Equity CAD Hedge Index ETF
THU.TO	TD S&P 500 CAD Hedge Index ETF
TI.TO	Titan Mining Corporation
TIH.TO	Toromont Ind
TILV.TO	TD Systematic Intl Equity Low Vol ETF
TINF.TO	TD Active Global Infrastructure Eqty ETF
TKO.TO	Taseko Mines Ltd
TLF.TO	Brompton Tech Leaders Income ETF
TLF.U.TO	Brompton Tech Leaders Income ETF USD
TLG.TO	Troilus Gold Corp
TLO.TO	Talon Metals Corp
TLV.TO	Invesco SP TSX Low Vol Idx ETF
TMD.TO	Titan Medical Inc
TMD.WT.G.TO	Titan Medical Inc WT Cl G
TMD.WT.H.TO	Titan Medical Inc WT Cl H
TMD.WT.I.TO	Titan Medical Inc WT Cl I
TMEC.TO	TD Morningstar ESG Cda Eqty Idx ETF
TMEI.TO	TD Morningstar ESG Intl Eqty Idx ETF
TMEU.TO	TD Morningstar ESG US Equity Index ETF
TML.TO	Treasury Metals Inc
TMQ.TO	Trilogy Metals Inc
TMR.TO	Tmac Resources Inc
TNP.TO	Transatlantic Petroleum Ltd
TNT.UN.TO	True North Commercial REIT
TNX.TO	Tanzanian Royalty Exploration Corp
TOCA.TO	TD One Click Aggressive Portfolio ETF
TOCC.TO	TD One Click Conservative ETF Portfolio
TOCM.TO	TD One Click Moderate ETF Portfolio
TOG.TO	Torc Oil and Gas Ltd
TOT.TO	Total Energy Services Inc
TOU.TO	Tourmaline Oil Corp
TOY.TO	Spin Master Corp
TPAY.TO	TD Income Builder ETF
TPE.TO	TD International Equity Index ETF
TPRF.TO	TD Active Preferred Share ETF
TPU.TO	TD S&P 500 Index ETF
TPX.A.TO	Molson Coors Canada Inc Cl.A Lv
TPX.B.TO	Molson Coors Canada Inc Cl.B NV
TPZ.TO	Topaz Energy Corp
TQCD.TO	TD Q Canadian Dividend ETF
TQGD.TO	TD Q Global Dividend ETF
TQGM.TO	TD Q Global Multifactor ETF
TQSM.TO	TD Q US Small Mid Cap Eqty ETF
TRI.TO	Thomson Reuters Corp
TRI.PR.B.TO	Thomson Reuters Corporation Prf Srs 2
TRIL.TO	Trillium Therapeutics Inc
TRL.TO	Trilogy International Partners Inc
TRL.WT.TO	Trilogy International Partners Inc WT
TRP.TO	Tc Energy Corp
TRP.PR.A.TO	Transcanada Corp Pref Ser 1
TRP.PR.B.TO	Transcanada Corp Pref Ser 3
TRP.PR.C.TO	Transcanada Corp Pref Ser 5
TRP.PR.D.TO	Transcanada Corp Pref Ser 7
TRP.PR.E.TO	Transcanada Corp Pref Ser 9
TRP.PR.F.TO	Transcanada Corp Pref Ser 2
TRP.PR.G.TO	Transcanada Corp Pref Ser 11
TRP.PR.H.TO	Transcanada Corp Pref Ser 4
TRP.PR.I.TO	Transcanada Corp Pref Ser 6
TRP.PR.J.TO	Transcanada Corp Pref Ser 13
TRP.PR.K.TO	Transcanada Corp Pref Ser 15
TRQ.TO	Turquoise Hill Resources Ltd
TRZ.TO	Transat At Inc
TSK.TO	Talisker Resources Ltd
TSL.TO	Tree Island Steel Ltd
TSU.TO	Trisura Group Ltd
TTP.TO	TD S&P TSX Capped Comp Index ETF
TUED.TO	TD Active US Enhanced Dividend ETF
TUHY.TO	TD Active US High Yield Bond ETF
TULB.TO	TD US Long Term Treasury Bond ETF
TULV.TO	TD Q US Low Volatility ETF
TUSB.TO	TD Select U.S. Short Term Corporate Bond
TUSB.U.TO	TD Select US Short Term Corp Bnd ETF USD
TUT.UN.TO	Top 20 US Dividend Trust Cls A Units
TV.TO	Trevali Mining Corp
TV.WT.TO	Trevali Mining Corporation Wts
TVA.B.TO	Tva Group Inc Cl.B NV
TVE.TO	Tamarack Valley Energy Ltd
TVK.TO	Terravest Capital Inc
TWC.TO	Twc Enterprises Limited
TWM.TO	Tidewater Midstream and Infras Ltd
TWM.DB.TO	Tidewater Midstream Infras 5.5 Pct Debs
TXF.TO	CI First Asset Tech Giants Covered Call ETF
TXF.B.TO	CI First Asset Tech Giants Cov Call Unheg
TXG.TO	Torex Gold Resources Inc
TXP.TO	Touchstone Exploration Inc
TXT.PR.A.TO	Top 10 Split Trust Pref A
TXT.UN.TO	Top 10 Split Trust
TZS.TO	Trez Capital Senior Mortgage Inv Corp
U.TO	Uranium Participation CO
UDA.TO	Caldwell US Dividend Advantage Fund ETF
UDIV.TO	Manulife Smart U.S. Dividend ETF (Hedged
UEX.TO	Uex Corp
UFS.TO	Domtar Corp
ULV.C.TO	Powershares Sp500 Low Volatility ETF
ULV.F.TO	Invesco S&P 500 Low Volatility ETF
ULV.U.TO	Invesco S&P 500 Low Volatility ETF USD
UMI.TO	CI Wisdomtree US Midcap Div Idx ETF
UMI.B.TO	Wisdomtree US Midcap Div Idx Unheg ETF
UNC.TO	United Corp Ltd
UNI.TO	Unisync Corp Class B
UNS.TO	Uni Select Inc
URB.TO	Urbana Corporation
URB.A.TO	Urbana Corporation A NV
URE.TO	Ur-Energy Inc
USA.TO	Americas Silver Corp
USB.TO	Powershares Lad US 0 To 5 Yr Corp Bd ETF
USB.U.TO	Powershares Lad US 0 To 5 Yr Corp Bd ETF USD
USF.UN.TO	US Financials Income Fund
UTE.UN.TO	Canadian Utilities Telecom Inc Fd
UXM.TO	CI First Asset Morningstar US Div Tgt 50 ETF
UXM.B.TO	CI First Asset Morningstar US Div Tgt 50 ETF Unh
VA.TO	Vanguard FTSE Dev Asia Pac All Cap ETF
VAB.TO	Vanguard CDN Aggregate Bond Index ETF
VB.TO	Versabank
VB.PR.A.TO	Versabank Pref Ser 1
VB.PR.B.TO	Versabank Pref Ser 3
VBAL.TO	Vanguard Balanced ETF Portfolio
VBG.TO	Vanguard Global Ex US Agg Bnd ETF
VBU.TO	Vanguard US Agg Bond Index ETF CAD
VCB.TO	Vanguard CDN Corporate Bond Index ETF
VCE.TO	Vanguard FTSE Canada Index ETF
VCIP.TO	Vanguard Conservative Income ETF
VCM.TO	Vecima Networks Inc
VCN.TO	Vanguard FTSE Canada All Cap ETF
VCNS.TO	Vanguard Conservative ETF Portfolio
VDU.TO	Vanguard FTSE Developed AC Ex US ETF
VDY.TO	Vanguard FTSE CDN High Div Yld Index ETF
VE.TO	Vanguard FTSE Dev Europe All Cap ETF
VEE.TO	Vanguard FTSE Emerging Mkts All Cap ETF
VEF.TO	Vanguard FTSE Dev AC Ex US ETF CAD Hdg
VEQT.TO	Vanguard All Equity ETF Portfolio
VET.TO	Vermilion Energy Inc
VFF.TO	Village Farms International Inc
VFV.TO	Vanguard S&P 500 Index ETF
VGAB.TO	Vanguard Global Aggregate Bond Index ETF
VGCX.TO	Victoria Gold Corp
VGG.TO	Vanguard US Div Appr ETF
VGH.TO	Vanguard US Div Appr ETF CAD Hdg
VGRO.TO	Vanguard Growth ETF Portfolio
VGV.TO	Vanguard CDN Government Bond Index ETF
VGZ.TO	Vista Gold Corp
VI.TO	Vanguard FTSE Dev All Cap Na ETF
VIDY.TO	Vanguard FTSE Dev Ex Na High Div Yld ETF
VII.TO	Seven Generations Energy Ltd
VIU.TO	Vanguard FTSE Dev All Cap Na ETF
VIVO.TO	Vivo Cannabis Inc
VLB.TO	Vanguard CDN Long Term Bond Index ETF
VLE.TO	Valeura Energy Inc
VLN.TO	Velan Inc Sv
VLNS.TO	Valens Groworks Corp
VLNS.WT.TO	Valens Groworks Corp Wts
VMD.TO	Viemed Healthcare Inc
VMO.TO	Vanguard Glob Momentum Factor ETF
VNP.TO	5N Plus Inc
VRE.TO	Vanguard FTSE CDN Capped REIT Index ETF
VRIF.TO	Vanguard Retirement Income ETF
VSB.TO	Vanguard CDN Short-Term Bond Index ETF
VSC.TO	Vanguard CDN Short Term Corp Bd ETF
VSP.TO	Vanguard S&P 500 Index ETF CAD Hdg
VUN.TO	Vanguard US Total Market ETF
VUS.TO	Vanguard US Total Mkt ETF CAD Hdg
VVL.TO	Vanguard Glob Val Factor ETF
VVO.TO	Vanguard Global Min Vol ETF
VXC.TO	Vanguard FTSE Global All Cap Ex Can ETF
VXM.TO	CI First Asset Morningstar Intl Value ETF
VXM.B.TO	CI First Asset Morningstar Intl Value ETF Unheg
W.PR.K.TO	Westcoast Energy Inc Pref Ser 10
W.PR.M.TO	Westcoast Energy Inc Pref Ser 12
WBR.TO	Waterloo Brewing Ltd.
WCM.A.TO	Wilmington Capital Mgmt Inc Cl A NV
WCM.B.TO	Wilmington Capital Management Cl B
WCN.TO	Waste Connections Inc
WCP.TO	Whitecap Resources Inc
WDO.TO	Wesdome Gold Mines Ltd
WEED.TO	Canopy Growth Corp
WEF.TO	Western Forest Products Inc
WELL.TO	Well Health Technologies Corp
WFC.TO	Wall Financial
WFS.TO	World Financial Split Corp
WFS.PR.A.TO	World Financial Split Corp
WFT.TO	West Fraser Timber CO Ltd
WILD.TO	Wildbrain Ltd.
WILD.DB.TO	Wildbrain Ltd 5.875 Pct Debs
WIR.U.TO	Wpt Industrial REIT USD
WIR.UN.TO	Wpt Industrial REIT Units
WJX.TO	Wajax Corp
WJX.DB.TO	Wajax Corporation 6.00 Pct Debs
WLLW.TO	Willow Biosciencesinc
WLLW.WT.TO	Willow Biosciences Inc Warrants
WM.TO	Wallbridge Mining Company Ltd
WN.TO	Weston George
WN.PR.A.TO	George Weston Pref Ser 1
WN.PR.C.TO	George Weston 5.20% Pref Ser III
WN.PR.D.TO	George Weston 5.2% Pref Ser IV
WN.PR.E.TO	George Weston 4.75% Pref Ser V
WOMN.TO	BMO Women IN Leadership Fund
WPK.TO	Winpak Ltd
WPM.TO	Wheaton Precious Metals Corp
WPRT.TO	Westport Fuel Systems Inc
WRG.TO	Western Energy Services Corp
WRN.TO	Western Copper and Gold Corp
WRX.TO	Western Resources Corp
WSP.TO	WSP Global Inc
WSRD.TO	Wealthsimple Dev Mkt Ex Na Soc Resp ETF
WSRI.TO	Wealthsimple Na Socially Resp Index ETF
WTE.TO	Westshore Terminals Investment Corp
WXM.TO	CI First Asset Morningstar Cda Momentum ETF
X.TO	Tmx Group Limited
XAM.TO	Xanadu Mines Ltd
XAU.TO	Goldmoney Inc
XAW.TO	Ishares Core MSCI All Cntry Ex Can ETF
XAW.U.TO	Ishares Core MSCI All Ex Can ETF USD
XBAL.TO	Ishares Core Balanced ETF Portfolio
XBB.TO	Ishares Core CDN Universe Bond ETF
XBM.TO	Ishares S&P TSX Global Base Mtls ETF
XCB.TO	Ishares Canadian Corporate Bond ETF
XCD.TO	Ishares S&P Global Cons Disc ETF
XCG.TO	Ishares Canadian Growth Index ETF
XCH.TO	Ishares China Index ETF
XCNS.TO	Ishares Core Conservative Balanced ETF
XCS.TO	Ishares S&P TSX Smallcap Index ETF
XCSR.TO	Ishares ESG Advanced MSCI Canada Idx ETF
XCT.TO	Exactearth Ltd
XCV.TO	Ishares Canadian Value Index ETF
XDG.TO	Ishares Core MSCI Glo Qlty Div ETF
XDG.U.TO	Ishares Core MSCI Glo Qlty Div ETF USD
XDGH.TO	Ishares Core MSCI Glo Qlty Div ETF
XDIV.TO	Ishares Core MSCI CAD Qlty Div ETF
XDSR.TO	Ishares ESG Advanced MSCI EAFE Index ETF
XDU.TO	Ishares Core MSCI US Qlty Div ETF
XDU.U.TO	Ishares Core MSCI US Qlty Div ETF USD
XDUH.TO	Ishares Core MSCI US Qlty Div ETF
XDV.TO	Ishares Canadian Select Div Index ETF
XEB.TO	Ishares JP Morgan USD Emerg Mkts Bd ETF
XEC.TO	Ishares Core MSCI Emerging Mkts IMI ETF
XEC.U.TO	Ishares Core MSCI Emrgng Mkt IMI ETF
XEF.TO	Ishares Core MSCI EAFE IMI Index ETF
XEF.U.TO	Ishares Core MSCI EAFE IMI Index ETF
XEG.TO	Ishares S&P TSX Capped Energy Index ETF
XEH.TO	Ishares MSCI Europe IMI Index ETF
XEI.TO	Ishares S&P TSX Comp High Div Index ETF
XEM.TO	Ishares MSCI Emerging Markets ETF
XEN.TO	Ishares Jantzi Social Index ETF
XEQT.TO	Ishares Core Equity ETF
XESG.TO	Ishares ESG MSCI Cda Index ETF
XEU.TO	Ishares MSCI Europe IMI Index ETF
XFA.TO	Ishares Edge MSCI Multifact USA Idx CAD
XFC.TO	Ishares Edge MSCI Multifact Can ETF
XFF.TO	Ishares Edge MSCI Multifact EAFE Idx CAD
XFH.TO	Ishares Core MSCI EAFE IMI Index ETF
XFI.TO	Ishares Edge MSCI Multifact EAFE ETF
XFN.TO	Ishares S&P TSX Capped Financials ETF
XFR.TO	Ishares Floating Rate Index ETF
XFS.TO	Ishares Edge MSCI Multifact USA ETF
XGB.TO	Ishares Canadian Govt Bond Index ETF
XGD.TO	Ishares S&P TSX Global Gold Index ETF
XGI.TO	Ishares S&P Global Industrials ETF
XGRO.TO	Ishares Core Growth ETF Portfolio
XHB.TO	Ishares CDN Hybrid Corp Bond ETF
XHC.TO	Ishares Global Healthcare Index ETF
XHD.TO	Ishares US High Div Equity Index ETF
XHU.TO	Ishares US High Div Equity Index ETF
XHY.TO	Ishares US High Yield Bond Index ETF
XIC.TO	Ishares Core S&P TSX Capped Comp ETF
XID.TO	Ishares India Index ETF
XIG.TO	Ishares US IG Corporate Bond Index ETF
XIN.TO	Ishares MSCI EAFE Index ETF
XINC.TO	Ishares Core Income Balanced ETF
XIT.TO	Ishares S&P TSX Capped Info Tech ETF
XIU.TO	Ishares S&P TSX 60 Index ETF
XLB.TO	Ishares Core CDN Long Term Bond ETF
XMA.TO	Ishares S&P TSX Capped Materials ETF
XMC.TO	Ishares S&P US Midcap Index ETF
XMC.U.TO	Ishares SP US Midcap ETF USD
XMD.TO	Ishares S&P TSX Completion Index ETF
XMF.A.TO	M Split Corp Capital Shares 2014
XMF.PR.B.TO	M Split Corp Class I Pref Shares
XMF.PR.C.TO	M Split Corp Class II Pref Shares 2014
XMH.TO	Ishares S&P US Midcap Index ETF CAD Hgd
XMI.TO	Ishares Edge MSCI Min Vol EAFE ETF
XML.TO	Ishares Edge MSCI Mv EAFE ETF CAD Hgd
XMM.TO	Ishares Edge MSCI Min Vol Emerg ETF
XMS.TO	Ishares Edge MSCI Mv USA ETF CAD Hgd
XMTM.TO	Ishares Edge MSCI USA Momnt Fctr ETF
XMU.TO	Ishares Edge MSCI Min Vol USA ETF
XMU.U.TO	Ishares Edge MSCI Min Vol USA Index ETF
XMV.TO	Ishares Edge MSCI Min Vol Can ETF
XMW.TO	Ishares Edge MSCI Min Vol Gbl ETF
XMY.TO	Ishares Edge MSCI Mv Global ETF CAD Hgd
XPF.TO	Ishares S&P TSX Na Pref Stock ETF
XQB.TO	Ishares High Qlty Canadian Bond ETF
XQLT.TO	Ishares Edge MSCI USA Qlty Fctr Indx ETF
XQQ.TO	Ishares Nasdaq 100 Index ETF
XRB.TO	Ishares CDN Real Return Bond Index ETF
XRE.TO	Ishares S&P TSX Capped REIT Index ETF
XSAB.TO	Ishares ESG CDN Agg Bond Index ETF
XSB.TO	Ishares Core CDN Short Trm Bond ETF
