Symbol	Description
TVI.V	Tvi Pacific Inc
TWR.V	Tower Resources Ltd
TYMB.V	Tymbal Resources Ltd.
TYP.V	Typhoon Exploration Inc
TZR.V	Terrace Energy Corp
TZR.DB.V	Terrace Energy Corp Debs
UCM.H.V	Upper Canyon Minerals Corp
UCU.V	Ucore Rare Metals Inc
UFC.V	Urbanfund Corp
UGD.V	Unigold Inc
UGE.V	Uge International Ltd
UGM.V	Urbangold Minerals Inc
UI.V	Urbanimmersive Inc
ULT.V	Ultra Resources Inc.
UNO.H.V	Northern Uranium Corp
UNV.V	Universal Copper Ltd.
UPI.V	Universal Proptech Inc
URC.V	Uranium Royalty Corp
URC.WT.V	Uranium Royalty Corp Wts
USHA.V	Usha Resources Ltd
USS.V	Uniserve Communications Corp
UVN.V	Uravan Minerals Inc.
UWE.H.V	U3O8 Corp
VAL.P.V	Valencia Capital Inc
VAU.V	Viva Gold Corp
VAX.V	Vantex Resources Ltd
VCI.V	Vitreous Glass Inc
VCOM.V	Vivere Communities Inc
VDO.H.V	Nevado Resources Corporation
VEC.V	Vanadian Energy Corp
VEIN.V	Pasofino Gold Ltd.
VENZ.V	Venzee Technologies Inc
VERT.V	Vertical Explorations Inc
VG.V	Volcanic Gold Mines Inc
VGD.V	Visible Gold Mines Inc
VGL.V	Vigil Health Solutions Inc
VGLD.V	Vangold Mining Corp
VGN.V	Greencastle Res Ltd
VHI.V	Vitalhub Corp
VIO.V	Societe D Exploration Miniere Vior Inc
VIPR.V	Silver Viper Minerals Corp
VIS.V	Visionstate Corp
VISN.V	Eyecarrot Innovations Corp
VIV.V	Avivagen Inc
VIZ.V	Visionary Gold Corp
VKG.H.V	Norse Gold Corp
VLC.V	Velocity Minerals Ltd
VLCY.P.V	Vlcty Capital Inc
VLDY.P.V	Valdy Investments Ltd
VLI.V	Vision Lithium Inc
VLV.V	Venerable Ventures Ltd
VM.V	Voyageur Pharmaceuticals Ltd
VML.V	Viscount Mining Corp
VMX.V	Victory Metals Inc
VO.V	Valore Metals Corp
VONE.V	Vanadium One Iron Corp
VOTI.V	Voti Detection Inc
VOX.V	Vox Royalty Corp.
VPI.V	Vitality Products Inc
VPT.V	Ventripoint Diagnostics Ltd
VQA.V	Valterra Resource Corp
VQS.V	Viq Solutions Inc
VRB.V	Vanadiumcorp Resource Inc
VRD.H.V	Viridis Holdings Corp
VRR.V	Vr Resources Ltd
VRY.V	Petro Victory Energy Corp
VSR.V	Vanstar Mining Resources Inc
VTI.V	Valdor Technology International Inc
VTT.V	Vendetta Mining Corp
VTX.V	Vertex Resource Group Ltd
VUI.V	Virginia Energy Resources Inc
VUL.V	Vulcan Minerals Inc
VUX.V	Vital Energy Inc
VVC.V	Vvc Exploration Corp
VXL.V	Vaxil Bio Ltd
VYC.H.V	Vanity Capital Inc
VZLA.V	Vizsla Resources Corp
VZZ.V	Val-D'Or Mining Corp
WA.V	Western Atlas Resources Inc
WAR.V	Warrior Gold Inc
WATR.V	Current Water Technologies Inc
WAVE.V	Waverley Pharma Inc
WBE.V	Westbond Enterprises Corp
WCC.V	Consolidated Woodjam Copper Corp
WCE.V	Wescan Energy Corp
WE.V	Wecommerce Holdings Ltd
WEB.H.V	Westbridge Energy Corporation
WED.V	The Westaim Corp
WEE.V	Wavefront Technology Solutions Inc
WEII.V	Wolverine Energy and Infrastructure Inc
WEST.V	West Mining Corp
WGF.V	Wescan Goldfields Inc
WGLD.V	Western Gold Exploration Ltd
WGO.V	White Gold Corp
WHG.V	Whitehorse Gold Corp
WHM.V	White Metal Resources Corp
WHN.V	Westhaven Gold Corp.
WHY.V	West High Yield Resources Ltd
WI.V	The Western Investment CO of Cda Ltd
WIL.V	Wilton Resources Inc
WIN.V	Windfall Geotek Inc
WINS.V	Winshear Gold Corp.
WISH.V	Wishpond Technologies Ltd
WKG.V	Westkam Gold Corp
WLF.V	Wolfden Resources Corp
WLTR.V	Golo Mobile Inc
WMD.V	Weedmd Inc
WMD.DB.V	Weedmd Inc 8.5 Pct Debs
WMD.WT.V	Weedmd Inc WT
WMG.V	Western Magnesium Corporation
WMK.V	Whitemud Resources Inc
WML.V	Wealth Minerals Ltd
WMR.V	Westminster Resources Ltd
WOW.V	Wow Unlimited Media Inc
WR.H.V	Worldwide Resources Corp
WRI.V	Waseco Resources Inc
WRR.V	Walker River Resources Corp
WRY.H.V	Western Troy Capital Resources Inc
WSK.V	Wildsky Resources Inc
WSK.H.V	Wildsky Resources Inc
WT.H.V	Wangton Capital Corp.
WTR.V	Westcore Energy Ltd
WVM.V	West Vault Mining Inc
WWT.V	Water Ways Technologies Inc
XAG.V	Xtierra Inc
XBC.V	Xebec Adsorption Inc
XCAP.P.V	Exelerate Capital Corp
XIA.V	Xiana Mining Inc
XIM.V	Ximen Mining Corp
XL.V	Xxl Energy Corp
XLY.V	Auxly Cannabis Group Inc
XND.V	Xander Resources Inc
XPLR.V	Xplore Resources Corp
XTM.V	Transition Metals Corp
XTT.V	X Terra Resources Inc
XX.V	Avante Logixx Inc
XYZ.P.V	First Light Capital Corp
YAK.V	Mongolia Growth Group Ltd
YDX.V	Ydx Innovation Corp
YEG.V	Yorkton Equity Group Inc
YES.V	Char Technologies Ltd
YGT.V	Gold Terra Resource Corp.
YNV.V	Ynvisible Interactive Inc
YOO.V	Yangaroo Inc
YSS.V	Yss Corp
YTY.V	Wi2Wi Corp
YVI.V	Yorkton Ventures Inc
ZC.V	Zimtu Capital Corp
ZCC.H.V	Zena Mining Corp
ZDC.V	Zedcor Inc.
ZEN.V	Zen Graphene Solutions Ltd.
ZENI.P.V	Zenith Capital Corporation
ZFR.V	Zephyr Minerals Ltd
ZMA.V	Zoomaway Travel Inc
ZNG.V	Group Eleven Resources Corp
ZNX.V	Zincx Resources Corp
ZOMD.V	Zoomd Technologies Ltd
ZON.V	Zonte Metals Inc
ZONE.V	Zonetail Inc
ZUM.V	Zoomermedia Limited
